Thermodynamics of Restricted Boltzmann Machines and related learning dynamics,March 2018,"Aurélien Decelle, Giancarlo Fissore, Cyril Furtlehner"
Intelligent Identification of Two-Dimensional Structure by Machine-Learning Optical Microscopy,March 2018,"Xiaoyang Lin, Zhizhong Si, Wenzhi Fu, Jianlei Yang, Side Guo, Yuan Cao, Jin Zhang, Xinhe Wang, Peng Liu, Kaili Jiang, Youguang Zhang, Weisheng Zhao"
Bidding Machine: Learning to Bid for Directly Optimizing Profits in Display Advertising,March 2018,"Kan Ren, Weinan Zhang, Ke Chang, Yifei Rong, Yong Yu, Jun Wang"
Realistic atomistic structure of amorphous silicon from machine-learning-driven molecular dynamics,March 2018,"Volker L. Deringer, Noam Bernstein, Albert P. Bartók, Matthew J. Cliffe, Rachel N. Kerber, Lauren E. Marbella, Clare P. Grey, Stephen R. Elliott, Gábor Csányi"
Machine Learning Inverse Problem for Topological Photonics,March 2018,"Laura Pilozzi, Francis A. Farrelly, Giulia Marcucci, Claudio Conti"
Compositional optimization of hard-magnetic phases with machine-learning models,March 2018,"Johannes J. Möller, Wolfgang Körner, Georg Krugel, Daniel F. Urban, Christian Elsässer"
A Bayesian and Machine Learning approach to estimating Influence Model parameters for IM-RO,March 2018,Trisha Lawrence
Intentions of Vulnerable Road Users - Detection and Forecasting by Means of Machine Learning,March 2018,"Michael Goldhammer, Sebastian Köhler, Stefan Zernetsch, Konrad Doll, Bernhard Sick, Klaus Dietmayer"
Hourly-Similarity Based Solar Forecasting Using Multi-Model Machine Learning Blending,March 2018,"Cong Feng, Jie Zhang"
Competitive Machine Learning: Best Theoretical Prediction vs Optimization,March 2018,"Amin Khajehnejad, Shima Hajimirza"
BEBP: An Poisoning Method Against Machine Learning Based IDSs,March 2018,"Pan Li, Qiang Liu, Wentao Zhao, Dongxu Wang, Siqi Wang"
Extreme Learning Machine for Graph Signal Processing,March 2018,"Arun Venkitaraman, Saikat Chatterjee, Peter Händel"
Delayed Impact of Fair Machine Learning,March 2018,"Lydia T. Liu, Sarah Dean, Esther Rolf, Max Simchowitz, Moritz Hardt"
Machine Learning Harnesses Molecular Dynamics to Discover New $μ$ Opioid Chemotypes,March 2018,"Evan N. Feinberg, Amir Barati Farimani, Rajendra Uprety, Amanda Hunkele, Gavril W. Pasternak, Susruta Majumdar, Vijay S. Pande"
Integrated machine learning pipeline for aberrant biomarker enrichment (i-mAB): characterizing clusters of differentiation within a compendium of systemic lupus erythematosus patients,March 2018,"Trang T. Le, Nigel O. Blackwood, Jaclyn N. Taroni, Weixuan Fu, Matthew K. Breitenstein"
Automated software vulnerability detection with machine learning,March 2018,"Jacob A. Harer, Louis Y. Kim, Rebecca L. Russell, Onur Ozdemir, Leonard R. Kosta, Akshay Rangamani, Lei H. Hamilton, Gabriel I. Centeno, Jonathan R. Key, Paul M. Ellingwood, Erik Antelman, Alan Mackay, Marc W. McConley, Jeffrey M. Opper, Peter Chin, Tomo Lazovich"
Hybrid Forecasting of Chaotic Processes: Using Machine Learning in Conjunction with a Knowledge-Based Model,March 2018,"Jaideep Pathak, Alexander Wikner, Rebeckah Fussell, Sarthak Chandra, Brian Hunt, Michelle Girvan, Edward Ott"
A machine learning-based approach for estimating and testing associations with multivariate outcomes,March 2018,"David Benkeser, Andrew Mertens, Benjamin F. Arnold, John M. Colford Jr., Alan Hubbard, Aryeh Stein, N. Lntshotshole Jumbe, Mark van der Laan"
Securing the Internet of Things in the Age of Machine Learning and Software-defined Networking,March 2018,"Francesco Restuccia, Salvatore D'Oro, Tommaso Melodia"
Algebraic Machine Learning,March 2018,"Fernando Martin-Maroto, Gonzalo G. de Polavieja"
Machine learning-assisted virtual patching of web applications,March 2018,"Gustavo Betarte, Eduardo Giménez, Rodrigo Martínez, Álvaro Pardo"
Chiron: Privacy-preserving Machine Learning as a Service,March 2018,"Tyler Hunt, Congzheng Song, Reza Shokri, Vitaly Shmatikov, Emmett Witchel"
EEG machine learning with Higuchi fractal dimension and Sample Entropy as features for successful detection of depression,March 2018,"Milena Cukic, David Pokrajac, Miodrag Stokic, slobodan Simic, Vlada Radivojevic, Milos Ljubisavljevic"
Estimation of lactate threshold with machine learning techniques in recreational runners,March 2018,"Urtats Etxegarai, Eva Portillo, Jon Irazusta, Ander Arriandiaga, Itziar Cabanes"
Stability Engineering of Halide Perovskite via Machine Learning,March 2018,"Zhenzhu Li, Qichen Xu, Qingde Sun, Zhufeng Hou, Wan-Jian Yin"
Some HCI Priorities for GDPR-Compliant Machine Learning,March 2018,"Michael Veale, Reuben Binns, Max Van Kleek"
High-dimensional Stochastic Inversion via Adjoint Models and Machine Learning,March 2018,"Charanraj A. Thimmisetty, Wenju Zhao, Xiao Chen, Charles H. Tong, Joshua A. White"
Snap ML: A Hierarchical Framework for Machine Learning,March 2018,"Celestine Dünner, Thomas Parnell, Dimitrios Sarigiannis, Nikolas Ioannou, Andreea Anghel, Gummadi Ravi, Madhusudanan Kandasamy, Haralampos Pozidis"
Evaluating Conditional Cash Transfer Policies with Machine Learning Methods,March 2018,Tzai-Shuen Chen
A machine learning method to separate cosmic ray electrons from protons from 10 to 100 GeV using DAMPE data,March 2018,"Hao Zhao, Wen-Xi Peng, Huan-Yu Wang, Rui Qiao, Dong-Ya Guo, Hong Xiao, Zhao-Min Wang"
A Machine Learning Approach for Power Allocation in HetNets Considering QoS,March 2018,"Roohollah Amiri, Hani Mehrpouyan, Lex Fridman, Ranjan K. Mallik, Arumugam Nallanathan, David Matolak"
Technical Report: When Does Machine Learning FAIL? Generalized Transferability for Evasion and Poisoning Attacks,March 2018,"Octavian Suciu, Radu Mărginean, Yiğitcan Kaya, Hal Daumé III, Tudor Dumitraş"
Autonomous Scanning Probe Microscopy in-situ Tip Conditioning through Machine Learning,March 2018,"Mohammad Rashidi, Robert A. Wolkow"
Quantum machine learning in feature Hilbert spaces,March 2018,"Maria Schuld, Nathan Killoran"
MLtuner: System Support for Automatic Machine Learning Tuning,March 2018,"Henggang Cui, Gregory R. Ganger, Phillip B. Gibbons"
An Exercise Fatigue Detection Model Based on Machine Learning Methods,March 2018,"Ming-Yen Wu, Chi-Hua Chen, Chi-Chun Lo"
An Overview on Application of Machine Learning Techniques in Optical Networks,March 2018,"Francesco Musumeci, Cristina Rottondi, Avishek Nag, Irene Macaluso, Darko Zibar, Marco Ruffini, Massimo Tornatore"
Jet Charge and Machine Learning,March 2018,"Katherine Fraser, Matthew D. Schwartz"
Learning the Localization Function: Machine Learning Approach to Fingerprinting Localization,March 2018,"Linchen Xiao, Arash Behboodi, Rudolf Mathar"
Extrapolating quantum observables with machine learning: Inferring multiple phase transitions from properties of a single phase,March 2018,"Rodrigo A. Vargas-Hernández, John Sous, Mona Berciu, Roman V. Krems"
Construction of low-dimensional system reproducing low-Reynolds-number turbulence by machine learning,March 2018,"Masaki Shimizu, Genta Kawahara"
Machine learning classification for field distributions of photonic modes,March 2018,"Carlo Barth, Christiane Becker"
Predicting the Neutral Hydrogen Content of Galaxies From Optical Data Using Machine Learning,March 2018,"Mika Rafieferantsoa, Sambatra Andrianomena, Romeel Davé"
DeepDRR -- A Catalyst for Machine Learning in Fluoroscopy-guided Procedures,March 2018,"Mathias Unberath, Jan-Nico Zaech, Sing Chun Lee, Bastian Bier, Javad Fotouhi, Mehran Armand, Nassir Navab"
A high-bias low-variance introduction to Machine Learning for physicists,March 2018,"Pankaj Mehta, Marin Bukov, Ching-Hao Wang, Alexandre G. R. Day, Clint Richardson, Charles K. Fisher, David J. Schwab"
From Shannon's Channel to Semantic Channel via New Bayes' Formulas for Machine Learning,March 2018,Chenguang Lu
Machine Learning and Applied Linguistics,March 2018,Sowmya Vajjala
Entanglement-guided architectures of machine learning by quantum tensor network,March 2018,"Yuhan Liu, Xiao Zhang, Maciej Lewenstein, Shi-Ju Ran"
A Dynamic-Adversarial Mining Approach to the Security of Machine Learning,March 2018,"Tegjyot Singh Sethi, Mehmed Kantardzic, Lingyu Lyua, Jiashun Chen"
Why Comparing Single Performance Scores Does Not Allow to Draw Conclusions About Machine Learning Approaches,March 2018,"Nils Reimers, Iryna Gurevych"
Proactive Received Power Prediction Using Machine Learning and Depth Images for mmWave Networks,March 2018,"Takayuki Nishio, Hironao Okamoto, Kota Nakashima, Yusuke Koda, Koji Yamamoto, Masahiro Morikura, Yusuke Asai, Ryo Miyatake"
HAMLET: Interpretable Human And Machine co-LEarning Technique,March 2018,"Olivier Deiss, Siddharth Biswal, Jing Jin, Haoqi Sun, M. Brandon Westover, Jimeng Sun"
Vibrational properties of metastable polymorph structures by machine learning,March 2018,"Fleur Legrain, Ambroise van Roekeghem, Stefano Curtarolo, Jesus Carrete, Georg K. H. Madsen, Natalio Mingo"
Using Network Theory and Machine Learning to predict El Niño,March 2018,"Peter D. Nooteboom, Qing Yi Feng, Cristóbal López, Emilio Hernández-García, Henk A. Dijkstra"
GAME: GAlaxy Machine learning for Emission lines,March 2018,"Graziano Ucci, Andrea Ferrara, Andrea Pallottini, Simona Gallerani"
Quantum Machine Learning for Electronic Structure Calculations,March 2018,"Rongxin Xia, Sabre Kais"
How Developers Iterate on Machine Learning Workflows -- A Survey of the Applied Machine Learning Literature,March 2018,"Doris Xin, Litian Ma, Shuchen Song, Aditya Parameswaran"
CobWeb - a toolbox for automatic tomographic image analysis based on machine learning techniques: application and examples,March 2018,"Swarup Chauhan, Kathleen Sell, Frieder Enzmann, Wolfram Rühaak, Thorsten Wille, Ingo Sass, Michael Kersten"
Holographic Renormalization with Machine learning,March 2018,Eric Howard
Analyzing DNA Hybridization via machine learning,March 2018,Weijun Zhu
A Machine Learning Approach to Galaxy-LSS Classification I: Imprints on Halo Merger Trees,March 2018,"Jianan Hui, Miguel A. Aragon-Calvo, Xinping Cui, James M. Flegal"
Accelerating Materials Development via Automation Machine Learning and High-Performance Computing,March 2018,"Juan Pablo Correa-Baena, Kedar Hippalgaonkar, Jeroen van Duren, Shaffiq Jaffer, Vijay R. Chandrasekhar, Vladan Stevanovic, Cyrus Wadia, Supratik Guha, Tonio Buonassisi"
Detection localisation and tracking of pallets using machine learning techniques and 2D range data,March 2018,"Ihab S. Mohamed, Alessio Capitanelli, Fulvio Mastrogiovanni, Stefano Rovetta, Renato Zaccaria"
Performance evaluation and hyperparameter tuning of statistical and machine-learning models using spatial data,March 2018,"Patrick Schratz, Jannes Muenchow, Eugenia Iturritxa, Jakob Richter, Alexander Brenning"
A Stochastic Large-scale Machine Learning Algorithm for Distributed Features and Observations,March 2018,"Biyi Fang, Diego Klabjan"
Towards Quantum Machine Learning with Tensor Networks,March 2018,"William Huggins, Piyush Patel, K. Birgitta Whaley, E. Miles Stoudenmire"
Human-in-the-Loop Wireless Communications: Machine Learning and Brain-Aware Resource Management,April 2018,"Ali Taleb Zadeh Kasgari, Walid Saad, Merouane Debbah"
Smooth input preparation for quantum and quantum-inspired machine learning,April 2018,"Zhikuan Zhao, Jack K. Fitzsimons, Patrick Rebentrost, Vedran Dunjko, Joseph F. Fitzsimons"
Manipulating Machine Learning: Poisoning Attacks and Countermeasures for Regression Learning,April 2018,"Matthew Jagielski, Alina Oprea, Battista Biggio, Chang Liu, Cristina Nita-Rotaru, Bo Li"
Toward Intelligent Vehicular Networks: A Machine Learning Framework,April 2018,"Le Liang, Hao Ye, Geoffrey Ye Li"
Predicting Electric Vehicle Charging Station Usage: Using Machine Learning to Estimate Individual Station Statistics from Physical Configurations of Charging Station Networks,April 2018,"Anshul Ramachandran, Ashwin Balakrishna, Peter Kundzicz, Anirudh Neti"
Reynolds-Averaged Turbulence Modeling Using Type I and Type II Machine Learning Frameworks with Deep Learning,April 2018,"Chih-Wei Chang, Nam T. Dinh"
Music Genre Classification using Machine Learning Techniques,April 2018,Hareesh Bahuleyan
Vanlearning: A Machine Learning SaaS Application for People Without Programming Backgrounds,April 2018,Chaochen Wu
On the Energy Consumption Forecasting of Data Centers Based on Weather Conditions: Remote Sensing and Machine Learning Approach,April 2018,"Georgios Smpokos, Mohamed A. Elshatshat, Athanasios Lioumpas, Ilias Iliopoulos"
Reducing Estimation Risk in Mean-Variance Portfolios with Machine Learning,April 2018,Daniel Kinn
Evaluating Hospital Case Cost Prediction Models Using Azure Machine Learning Studio,April 2018,Alexei Botchkarev
Machine learning of neuroimaging to diagnose cognitive impairment and dementia: a systematic review and comparative analysis,April 2018,"Enrico Pellegrini, Lucia Ballerini, Maria del C. Valdes Hernandez, Francesca M. Chappell, Victor González-Castro, Devasuda Anblagan, Samuel Danso, Susana Muñoz Maniega, Dominic Job, Cyril Pernet, Grant Mair, Tom MacGillivray, Emanuele Trucco, Joanna Wardlaw"
Automatic Selection of Atomic Fingerprints and Reference Configurations for Machine-Learning Potentials,April 2018,"Giulio Imbalzano, Andrea Anelli, Daniele Giofr é, Sinja Klees, J örg Behler, Michele Ceriotti"
Chatter Classification in Turning Using Machine Learning and Topological Data Analysis,April 2018,"Firas A. Khasawneh, Elizabeth Munch, Jose A. Perea"
Quantum Machine Learning Tensor Network States,April 2018,"Jacob Biamonte, Andrey Kardashin, Alexey Uvarov"
Not quite unreasonable effectiveness of machine learning algorithms,April 2018,"Egor Illarionov, Roman Khudorozhkov"
A Machine Learning Approach To Prevent Malicious Calls Over Telephony Networks,April 2018,"Huichen Li, Xiaojun Xu, Chang Liu, Teng Ren, Kun Wu, Xuezhi Cao, Weinan Zhang, Yong Yu, Dawn Song"
Machine learning of phase transitions in the percolation and XY models,April 2018,"Wanzhou Zhang, Jiayu Liu, Tzu-Chieh Wei"
A review of possible effects of cognitive biases on interpretation of rule-based machine learning models,April 2018,"Tomáš Kliegr, Štěpán Bahník, Johannes Fürnkranz"
Machine learning algorithms based on generalized Gibbs ensembles,April 2018,"Tatjana Puskarov, Axel Cortes Cubero"
Machine Learning DDoS Detection for Consumer Internet of Things Devices,April 2018,"Rohan Doshi, Noah Apthorpe, Nick Feamster"
Differentiable Learning of Quantum Circuit Born Machine,April 2018,"Jin-Guo Liu, Lei Wang"
Increased Prediction Accuracy in the Game of Cricket using Machine Learning,April 2018,"Kalpdrum Passi, Niravkumar Pandey"
Automated Classification of Hand-grip action on Objects using Machine Learning,April 2018,"Anju Mishra, Shanu Sharma, Sanjay Kumar, Priya Ranjan, Amit Ujlayan"
A Comprehensive Study on the Applications of Machine Learning for the Medical Diagnosis and Prognosis of Asthma,April 2018,Saksham Kukreja
EMBER: An Open Dataset for Training Static PE Malware Machine Learning Models,April 2018,"Hyrum S. Anderson, Phil Roth"
Fast Counting in Machine Learning Applications,April 2018,"Subhadeep Karan, Matthew Eichhorn, Blake Hurlburt, Grant Iraci, Jaroslaw Zola"
Machine Learning Enabled Computational Screening of Inorganic Solid Electrolytes for Dendrite Suppression with Li Metal Anode,April 2018,"Zeeshan Ahmad, Tian Xie, Chinmay Maheshwari, Jeffrey C. Grossman, Venkatasubramanian Viswanathan"
Machine Learning Peeling and Loss Modelling of Time-Domain Reflectometry,April 2018,"J. R. Rinehart, J. H. Béjanin, T. C. Fraser, M. Mariantoni"
Machine Learning in Astronomy: A Case Study in Quasar-Star Classification,April 2018,"Mohammed Viquar, Suryoday Basak, Ariruna Dasgupta, Surbhi Agrawal, Snehanshu Saha"
Detection of Compromised Smart Grid Devices with Machine Learning and Convolution Techniques,April 2018,"Cengiz Kaygusuz, Leonardo Babun, Hidayet Aksu, A. Selcuk Uluagac"
Machine Learning for Wireless Connectivity and Security of Cellular-Connected UAVs,April 2018,"Ursula Challita, Aidin Ferdowsi, Mingzhe Chen, Walid Saad"
Combining Software Defined Networks and Machine Learning to enable Self Organizing WLANs,April 2018,"Álvaro López-Raventós, Francesc Wilhelmi, Sergio Barrachina-Muñoz, Boris Bellalta"
Self-Organizing mmWave Networks : A Power Allocation Scheme Based on Machine Learning,April 2018,"Roohollah Amiri, Hani Mehrpouyan"
Accelerating Human-in-the-loop Machine Learning: Challenges and Opportunities,April 2018,"Doris Xin, Litian Ma, Jialin Liu, Stephen Macke, Shuchen Song, Aditya Parameswaran"
Applied Machine Learning to Predict Stress Hotspots II: Hexagonal close packed materials,April 2018,"Ankita Mangal, Elizabeth A. Holm"
Machine Learning Analysis of Complex Networks in Hyperspherical Space,April 2018,"María Pereda, Ernesto Estrada"
Rafiki: Machine Learning as an Analytics Service System,April 2018,"Wei Wang, Sheng Wang, Jinyang Gao, Meihui Zhang, Gang Chen, Teck Khim Ng, Beng Chin Ooi"
A Comparison of Machine Learning Algorithms for the Surveillance of Autism Spectrum Disorder,April 2018,"Scott H Lee, Matthew J Maenner, Charles M Heilig"
A Robot to Shape your Natural Plant: The Machine Learning Approach to Model and Control Bio-Hybrid Systems,April 2018,"Mostafa Wahby, Mary Katherine Heinrich, Daniel Nicolas Hofstadler, Payam Zahadat, Sebastian Risi, Phil Ayres, Thomas Schmickl, Heiko Hamann"
Simulation-based Adversarial Test Generation for Autonomous Vehicles with Machine Learning Components,April 2018,"Cumhur Erkan Tuncali, Georgios Fainekos, Hisahiro Ito, James Kapinski"
Machine-learning techniques for fast and accurate feature localization in holograms of colloidal particles,April 2018,"Mark D. Hannel, Aidan Abdulali, Michael O'Brien, David G. Grier"
Two Use Cases of Machine Learning for SDN-Enabled IP/Optical Networks: Traffic Matrix Prediction and Optical Path Performance Prediction,April 2018,"Gagan Choudhury, David Lynch, Gaurav Thakur, Simon Tse"
Machine learning assisted readout of trapped-ion qubits,April 2018,"Alireza Seif, Kevin A. Landsman, Norbert M. Linke, Caroline Figgatt, C. Monroe, Mohammad Hafezi"
Learning from the experts: From expert systems to machine-learned diagnosis models,April 2018,"Murali Ravuri, Anitha Kannan, Geoffrey J. Tso, Xavier Amatriain"
Binding Pathway of Opiates to $μ$ Opioid Receptors Revealed by Unsupervised Machine Learning,April 2018,"Amir Barati Farimani, Evan N. Feinberg, Vijay S. Pande"
Hybrid Piezoelectric-Magnetic Neurons: A Proposal for Energy-Efficient Machine Learning,April 2018,"William Scott, Jonathan Jeffrey, Blake Heard, Dmitri Nikonov, Ian Young, Sasikanth Manipatruni, Azad Naeemi, Rouhollah Mousavi Iraei"
Machine Learning-Assisted Least Loaded Routing to Improve Performance of Circuit-Switched Networks,April 2018,"Gangxiang Shen, Longfei Li, Ya Zhang, Wei Chen, Sanjay K. Bose, Moshe Zukerman"
Probing hidden spin order with interpretable machine learning,April 2018,"Jonas Greitemann, Ke Liu, Lode Pollet"
All-Optical Machine Learning Using Diffractive Deep Neural Networks,April 2018,"Xing Lin, Yair Rivenson, Nezih T. Yardimci, Muhammed Veli, Mona Jarrahi, Aydogan Ozcan"
A machine learning model for identifying cyclic alternating patterns in the sleeping brain,April 2018,"Aditya Chindhade, Abhijeet Alshi, Aakash Bhatia, Kedar Dabhadkar, Pranav Sivadas Menon"
Developing a machine learning framework for estimating soil moisture with VNIR hyperspectral data,April 2018,"Sina Keller, Felix M. Riese, Johanna Stötzer, Philipp M. Maier, Stefan Hinz"
A Sparse Coding Multi-Scale Precise-Timing Machine Learning Algorithm for Neuromorphic Event-Based Sensors,April 2018,"Germain Haessig, Ryad Benosman"
Recovery of spectrum from estimated covariance matrices and statistical kernels for machine learning and big data,April 2018,"Saba Amsalu, Juntao Duan, Heinrich Matzinger, Ionel Popescu"
MADE: A spectroscopic Mass Age and Distance Estimator for red giant stars with Bayesian machine learning,April 2018,"Payel Das, Jason Sanders"
JUNIPR: a Framework for Unsupervised Machine Learning in Particle Physics,April 2018,"Anders Andreassen, Ilya Feige, Christopher Frye, Matthew D. Schwartz"
Quantum machine learning for data scientists,April 2018,Dawid Kopczyk
Machine Learning pipeline for discovering neuroimaging-based biomarkers in neurology and psychiatry,April 2018,"Alexander Bernstein, Evgeny Burnaev, Ekaterina Kondratyeva, Svetlana Sushchinskaya, Maxim Sharaev, Alexander Andreev, Alexey Artemov, Renat Akzhigitov"
Using Machine Learning to Improve Cylindrical Algebraic Decomposition,April 2018,"Zongyan Huang, Matthew England, David Wilson, James H. Davenport, Lawrence C. Paulson"
Learning from multivariate discrete sequential data using a restricted Boltzmann machine model,April 2018,"Jefferson Hernandez, Andres G. Abad"
Revealing patterns in HIV viral load data and classifying patients via a novel machine learning cluster summarization method,April 2018,"Samir Farooq, Samuel J. Weisenthal, Melissa Trayhan, Robert J. White, Kristen Bush, Peter R. Mariuz, Martin S. Zand"
Privacy Preserving Machine Learning: Threats and Solutions,April 2018,"Mohammad Al-Rubaie, J. Morris Chang"
Constraining Effective Field Theories with Machine Learning,May 2018,"Johann Brehmer, Kyle Cranmer, Gilles Louppe, Juan Pavez"
A Guide to Constraining Effective Field Theories with Machine Learning,May 2018,"Johann Brehmer, Kyle Cranmer, Gilles Louppe, Juan Pavez"
Machine Learning for Predictive On-Demand Deployment of UAVs for Wireless Communications,May 2018,"Qianqian Zhang, Mohammad Mozaffari, Walid Saad, Mehdi Bennis, Merouane Debbah"
Machine Learning for Exam Triage,May 2018,"Xinyu Guan, Jessica Lee, Peter Wu, Yue Wu"
Modelling tourism demand to Spain with machine learning techniques. The impact of forecast horizon on model selection,May 2018,"Oscar Claveria, Enric Monte, Salvador Torra"
RF-PUF: IoT Security Enhancement through Authentication of Wireless Nodes using In-situ Machine Learning,May 2018,"Baibhab Chatterjee, Debayan Das, Shreyas Sen"
What we learn from learning - Understanding capabilities and limitations of machine learning in botnet attacks,May 2018,"David Santana, Shan Suthaharan, Somya Mohanty"
Machine learning regression on hyperspectral data to estimate multiple water parameters,May 2018,"Philipp M. Maier, Sina Keller"
RF-PUF: Enhancing IoT Security through Authentication of Wireless Nodes using In-situ Machine Learning,May 2018,"Baibhab Chatterjee, Debayan Das, Shovan Maity, Shreyas Sen"
A Reinforcement Learning Approach to Interactive-Predictive Neural Machine Translation,May 2018,"Tsz Kin Lam, Julia Kreutzer, Stefan Riezler"
Machine learning a general purpose interatomic potential for silicon,May 2018,"Albert P. Bartok, James Kermode, Noam Bernstein, Gabor Csanyi"
A brief introduction to the Grey Machine Learning,May 2018,Xin Ma
Dynamic Control Flow in Large-Scale Machine Learning,May 2018,"Yuan Yu, Martín Abadi, Paul Barham, Eugene Brevdo, Mike Burrows, Andy Davis, Jeff Dean, Sanjay Ghemawat, Tim Harley, Peter Hawkins, Michael Isard, Manjunath Kudlur, Rajat Monga, Derek Murray, Xiaoqiang Zheng"
Automatic Classification of Object Code Using Machine Learning,May 2018,John Clemens
Examining the Use of Neural Networks for Feature Extraction: A Comparative Analysis using Deep Learning Support Vector Machines and K-Nearest Neighbor Classifiers,May 2018,"Stephen Notley, Malik Magdon-Ismail"
Machine-learning guided discovery of a high-performance spin-driven thermoelectric material,May 2018,"Yuma Iwasaki, Ichiro Takeuchi, Valentin Stanev, Aaron Gilad Kusne, Masahiko Ishida, Akihiro Kirihara, Kazuki Ihara, Ryohto Sawada, Koichi Terashima, Hiroko Someya, Ken-ichi Uchida, Shinichi Yorozu, Eiji Saitoh"
Multimodal Machine Translation with Reinforcement Learning,May 2018,"Xin Qian, Ziyi Zhong, Jieli Zhou"
Modeling Dengue Vector Population Using Remotely Sensed Data and Machine Learning,May 2018,"J. M. Scavuzzo, F. Trucco, M. Espinosa, C. B. Tauro, M. Abril, C. M. Scavuzzo, A. C. Frery"
Anomaly Detection for Resonant New Physics with Machine Learning,May 2018,"Jack H. Collins, Kiel Howe, Benjamin Nachman"
Machine Learning Guidance and Proof Certification for Connection Tableaux,May 2018,"Michael Färber, Cezary Kaliszyk, Josef Urban"
Attractor Reconstruction by Machine Learning,May 2018,"Zhixin Lu, Brian R. Hunt, Edward Ott"
Machine Learning in Compiler Optimisation,May 2018,"Zheng Wang, Michael O'Boyle"
Optimal universal learning machines for quantum state discrimination,May 2018,"Marco Fanizza, Andrea Mari, Vittorio Giovannetti"
Using Machine Learning to Assess the Risk of and Prevent Water Main Breaks,May 2018,"Avishek Kumar, Syed Ali Asad Rizvi, Benjamin Brooks, R. Ali Vanderveld, Kevin H. Wilson, Chad Kenney, Sam Edelstein, Adria Finch, Andrew Maxwell, Joe Zuckerbraun, Rayid Ghani"
Comparing Covariate Prioritization via Matching to Machine Learning Methods for Causal Inference using Five Empirical Applications,May 2018,"Luke Keele, Dylan Small"
Transcription Factor-DNA Binding Via Machine Learning Ensembles,May 2018,"Yue Fan, Mark Kon, Charles DeLisi"
Ariadne: Analysis for Machine Learning Program,May 2018,"Julian Dolby, Avraham Shinnar, Allison Allain, Jenna Reinen"
The discrimination between star-forming and AGN galaxies in the absence of Hα and [NII]: A machine learning approach,May 2018,"Hossen Teimoorinia, Jared Keown"
An Unsupervised Clustering-Based Short-Term Solar Forecasting Methodology Using Multi-Model Machine Learning Blending,May 2018,"Cong Feng, Mingjian Cui, Bri-Mathias Hodge, Siyuan Lu, Hendrik F. Hamann, Jie Zhang"
Neural Machine Translation for Bilingually Scarce Scenarios: A Deep Multi-task Learning Approach,May 2018,"Poorya Zaremoodi, Gholamreza Haffari"
An $O(N)$ Sorting Algorithm: Machine Learning Sort,May 2018,"Hanqing Zhao, Yuehan Luo"
Citation Data-set for Machine Learning Citation Styles and Entity Extraction from Citation Strings,May 2018,Niall Martin Ryan
AttriGuard: A Practical Defense Against Attribute Inference Attacks via Adversarial Machine Learning,May 2018,"Jinyuan Jia, Neil Zhenqiang Gong"
Machine Learning: Basic Principles,May 2018,Alexander Jung
Rogue Drone Detection: A Machine Learning Approach,May 2018,"Henrik Rydén, Sakib Bin Redhwan, Xingqin Lin"
Machine Learning for Public Administration Research with Application to Organizational Reputation,May 2018,"L. Jason Anastasopoulos, Andrew B. Whitford"
Radio Galaxy Zoo: Machine learning for radio source host galaxy cross-identification,May 2018,"M. J. Alger, J. K. Banfield, C. S. Ong, L. Rudnick, O. I. Wong, C. Wolf, H. Andernach, R. P. Norris, S. S. Shabala"
Prediction of Facebook Post Metrics using Machine Learning,May 2018,"Emmanuel Sam, Sergey Yarushev, Sebastián Basterrech, Alexey Averkin"
Identifying topological order via unsupervised machine learning,May 2018,"Joaquin F. Rodriguez-Nieva, Mathias S. Scheurer"
Stellar formation rates in galaxies using Machine Learning models,May 2018,"Michele Delli Veneri, Stefano Cavuoti, Massimo Brescia, Giuseppe Riccio, Giuseppe Longo"
Unsupervised Machine Learning Based on Non-Negative Tensor Factorization for Analyzing Reactive-Mixing,May 2018,"V. V. Vesselinov, M. K. Mudunuru, S. Karra, D. O. Malley, B. S. Alexandrov"
Hybrid Adaptive Fuzzy Extreme Learning Machine for text classification,May 2018,"Ming Li, Peilun Xiao, Ju Zhang"
Text classification based on ensemble extreme learning machine,May 2018,"Ming Li, Peilun Xiao, Ju Zhang"
Machine learning based context-predictive car-to-cloud communication using multi-layer connectivity maps for upcoming 5G networks,May 2018,"Benjamin Sliwa, Thomas Liebig, Robert Falkenberg, Johannes Pillmann, Christian Wietfeld"
Breaking Cascadia's Silence: Machine Learning Reveals the Constant Chatter of the Megathrust,May 2018,"Bertrand Rouet-Leduc, Claudia Hulbert, Paul A. Johnson"
Optimizing for Generalization in Machine Learning with Cross-Validation Gradients,May 2018,"Shane Barratt, Rishi Sharma"
Automatic vetting of planet candidates from ground based surveys: Machine learning with NGTS,May 2018,"David J. Armstrong, Maximilian N. Günther, James McCormac, Alexis M. S. Smith, Daniel Bayliss, François Bouchy, Matthew R. Burleigh, Sarah Casewell, Philipp Eigmüller, Edward Gillen, Michael R. Goad, Simon T. Hodgkin, James S. Jenkins, Tom Louden, Lionel Metrailler, Don Pollacco, Katja Poppenhaeger, Didier Queloz, Liam Raynard, Heike Rauer, Stéphane Udry, Simon. R. Walker, Christopher A. Watson, Richard G. West, Peter J. Wheatley"
